0.1 1.11516 0.0109566
0.3 0.995815 0.0149625
0.5 0.877307 0.0160857
0.7 0.843054 0.0170443
0.9 0.833689 0.0174602
1.1 0.814359 0.0176176
1.3 0.792164 0.0175745
1.5 0.756788 0.0172749
1.7 0.757317 0.017728
1.9 0.716725 0.0179908
2.1 0.729204 0.0193613
2.3 0.743809 0.0208987
2.5 0.776433 0.023733
2.7 0.73541 0.024856
2.9 0.869129 0.0324223
3.1 0.882337 0.0368696
3.3 1.02973 0.049008
3.5 0.978974 0.0537637
3.7 1.05664 0.0714718
3.9 1.32597 0.108604
4.1 1.51481 0.153618
4.3 1.11115 0.145336
4.5 1.2951 0.21861
4.7 1.73171 0.384515
4.9 2.17755 0.797151
5.1 0.770897 0.373661
5.3 0.415964 0.367386
