0.1 -0.0174648 0.0373825 0.0754833 0.088536 0.174646 0.213726 0.329108 0.467096 0.6167 1.56029 -0.0393848 0.0208583 1.17847 2.7076
0.3 0.038354 0.0592572 -0.068004 0.101775 0.099674 0.137236 0.097483 0.155551 0.037164 0.212164 0.0238673 0.0333827 0.204671 0.101913
0.5 0.005547 0.0681907 -0.119848 0.100737 -0.050558 0.107042 0.080893 0.119185 -0.04925 0.203767 0.0628399 0.0406013 -0.133216 0.0819818
0.7 0.014336 0.0751466 -0.011891 0.107145 0.008274 0.0971581 -0.045017 0.0893665 0.010215 0.172749 -0.0266168 0.0446313 -0.024083 0.0643953
0.9 0.119323 0.0767033 0.093384 0.11036 -0.085334 0.0949136 -0.014642 0.0852133 -0.038142 0.147713 0.0006612 0.0469106 0.0745892 0.0561517
1.1 0.005319 0.0754989 -0.014096 0.108248 -0.039613 0.095109 -0.039552 0.0691156 -0.018056 0.145664 -0.0473754 0.0482028 -0.105998 0.0524584
1.3 0.146078 0.0741669 -0.072637 0.104897 0.035349 0.0854093 -0.072741 0.0751745 -0.011302 0.118525 -0.0079343 0.0463367 0.0247471 0.0434982
1.5 0.131427 0.0744614 -0.186317 0.100786 -0.104269 0.0898194 -0.024029 0.0630416 -0.100553 0.139829 -0.0759885 0.0464779 -0.283741 0.0472962
1.7 -0.0306896 0.0703128 0.215362 0.0986706 -0.148473 0.0830932 0.008501 0.0572223 0.021166 0.11811 -0.0110979 0.0447126 0.0658662 0.0388085
1.9 0.057129 0.12808 0.01103 0.184102 -0.190314 0.15298 -0.06436 0.108558 -0.12586 0.231492 -0.101039 0.0821943 -0.312375 0.139075
