0.1 -0.0274438 0.0324115 -0.0811115 0.0693947 0.143135 0.160142 0.361813 0.359981 1.1874 1.26803 -0.0280919 0.0182415 1.58379 1.33004
0.3 0.0267904 0.0512825 -0.129401 0.083673 -0.0670525 0.105367 -0.0312265 0.124064 0.0434287 0.19668 0.043005 0.0300483 -0.157461 0.273511
0.5 0.00894182 0.0603236 0.04085 0.0895462 -0.153576 0.0914882 -0.0381813 0.093542 0.0396404 0.166445 0.0186136 0.0366026 -0.102325 0.237658
0.7 0.0755504 0.0658527 -0.0462351 0.0951681 -0.0644787 0.0852317 -0.07674 0.0739802 -0.0690878 0.134821 -0.00455604 0.0412359 -0.180991 0.210494
0.9 -0.0244436 0.0694062 -0.0797731 0.0965229 -0.0557391 0.0800187 -0.0317827 0.0702222 0.00733727 0.114107 0.00628767 0.042301 -0.184401 0.196185
1.1 -0.0278371 0.0684672 0.126209 0.0975897 -0.00181554 0.0807453 0.0100989 0.0560035 0.0136523 0.110413 -0.120346 0.0432435 0.120307 0.189891
1.3 0.0960212 0.0668 -0.0888164 0.0935514 -0.096543 0.0769927 -0.0597998 0.0613348 -0.00442343 0.0926197 -0.0277897 0.0421395 -0.153561 0.177433
1.5 -0.0871899 0.065696 -0.0699543 0.0912505 -0.0339202 0.0750327 0.000494721 0.0481059 -8.4785e-05 0.104499 0.0297266 0.0411463 -0.190654 0.177501
1.7 -0.00836951 0.0644594 -0.0226095 0.0888887 -0.0761483 0.0724494 0.0126189 0.0474237 0.0202277 0.0797255 0.021703 0.0407723 -0.0742807 0.160967
1.9 0.0718824 0.115895 -0.134076 0.16141 -0.193188 0.133493 -0.0241482 0.0821688 -0.19441 0.177813 -0.102294 0.0756695 -0.473939 0.309313
