0.1 1.16375 0.0115134
0.3 0.971242 0.0149561
0.5 0.85348 0.0160135
0.7 0.789743 0.0165626
0.9 0.754345 0.0168011
1.1 0.747982 0.0169269
1.3 0.706985 0.016594
1.5 0.688419 0.0164581
1.7 0.670084 0.0166847
1.9 0.67582 0.0177496
2.1 0.662156 0.0185713
2.3 0.645882 0.0194535
2.5 0.643959 0.0210293
2.7 0.693918 0.0247945
2.9 0.770201 0.0300922
3.1 0.842878 0.0368054
3.3 0.87166 0.044137
3.5 0.921855 0.0531629
3.7 1.02296 0.0698413
3.9 1.2505 0.108191
4.1 1.13938 0.122481
4.3 1.25147 0.168712
4.5 1.2698 0.22361
4.7 1.08405 0.242961
4.9 1.93173 0.651657
5.1 2.09922 1.09639
5.3 3.77849 2.53574
