0.0523599 0.270125 0.0444083 0.133772 0.0262349
0.15708 0.233622 0.0412989 0.174933 0.0300008
0.261799 0.292027 0.0461736 0.25211 0.0360157
0.366519 0.386936 0.0531498 0.236674 0.0348957
0.471239 0.255524 0.0431914 0.144063 0.0272253
0.575959 0.138713 0.031823 0.128627 0.0257255
0.680678 0.138713 0.031823 0.0360157 0.0136126
0.785398 0.0876082 0.0252903 0.0977568 0.0224269
0.890118 0.124112 0.0301015 0.0617411 0.0178231
0.994838 0.0803075 0.0242136 0.0823215 0.0205804
1.09956 0.0949089 0.026323 0.0874666 0.0212138
1.20428 0.124112 0.0301015 0.056596 0.0170644
1.309 0.0657062 0.0219021 0.0771764 0.0199269
1.41372 0.0657062 0.0219021 0.051451 0.0162702
1.51844 0.10221 0.0273167 0.0874666 0.0212138
1.62316 0.0949089 0.026323 0.0668862 0.0185509
1.72788 0.0876082 0.0252903 0.0617411 0.0178231
1.8326 0.160615 0.0342433 0.0977568 0.0224269
1.93732 0.197119 0.0379355 0.0823215 0.0205804
2.04204 0.153314 0.0334559 0.0874666 0.0212138
2.14675 0.175216 0.0357659 0.138918 0.0267347
2.25147 0.197119 0.0379355 0.236674 0.0348957
2.35619 0.292027 0.0461736 0.277835 0.0378086
2.46091 0.270125 0.0444083 0.401317 0.0454402
2.56563 0.372335 0.0521373 0.432188 0.0471556
2.67035 0.547551 0.0632258 0.576251 0.0544506
2.77507 0.671663 0.0700257 0.848941 0.0660899
2.87979 0.897984 0.0809685 1.1525 0.0770047
2.98451 1.36523 0.0998354 1.55382 0.0894122
3.08923 1.60615 0.108287 1.82651 0.096941
