0.055 -1.15459 0.635533 -0.963842 0.810116 -1.37874 0.811245 1.63491 0.896061 -6.82179 3.48927 -0.554011 0.397257
0.165 0.739033 0.579098 0.881714 0.944475 2.16509 0.88508 -0.807828 0.949933 -21.7137 3.57637 0.37468 0.403448
0.275 -0.0663073 0.651794 -1.015 0.998341 1.22878 0.902817 -1.02273 1.05362 -31.2403 3.22114 0.398497 0.435121
0.415 0.487675 0.750615 0.407 0.923109 -0.531393 0.995786 0.0169623 1.1577 -51.3435 3.2916 -0.369709 0.426224
