-0.7 0.987612 0.76702
-0.5 0.677028 0.189316
-0.3 0.884567 0.115795
-0.1 0.847716 0.0608047
0.1 0.842619 0.0155318
0.3 1.07364 0.0217329
0.5 1.09597 0.0233337
0.7 0.992992 0.0233269
0.9 0.898415 0.0225569
1.1 0.797926 0.0214856
1.3 0.772458 0.0216204
1.5 0.707419 0.0205149
1.7 0.70474 0.0213034
1.9 0.647372 0.0204546
2.1 0.649642 0.0214056
2.3 0.667294 0.0228464
2.5 0.64925 0.0239005
2.7 0.650107 0.0260362
2.9 0.744694 0.0320172
3.1 0.723154 0.0346863
3.3 0.859328 0.0453753
3.5 0.81671 0.0498526
3.7 0.99632 0.0670091
3.9 1.0269 0.0835896
4.1 1.29684 0.120527
4.3 1.42031 0.156981
4.5 1.76171 0.253575
4.7 1.77846 0.32899
4.9 1.61524 0.394977
5.1 1.78475 0.574134
5.3 2.05799 1.00192
5.5 2.63782 1.87222
5.7 1.35921 1.94705
