-0.7 0.632636 0.358133
-0.5 0.974365 0.197615
-0.3 0.895713 0.0937233
-0.1 0.85286 0.047548
0.1 0.878471 0.012705
0.3 1.0519 0.0169363
0.5 1.07868 0.018275
0.7 1.00308 0.0186296
0.9 0.917987 0.0182201
1.1 0.892095 0.0185271
1.3 0.814676 0.0179032
1.5 0.767291 0.0172976
1.7 0.74408 0.0176879
1.9 0.750631 0.0181776
2.1 0.707729 0.0180961
2.3 0.70119 0.0191499
2.5 0.710454 0.0208491
2.7 0.695445 0.0220475
2.9 0.711987 0.0253894
3.1 0.727192 0.0285547
3.3 0.716538 0.0331195
3.5 0.761782 0.039134
3.7 0.842002 0.0497818
3.9 0.865257 0.0613443
4.1 1.02396 0.0873587
4.3 0.913103 0.0962493
4.5 1.03339 0.1438
4.7 1.17918 0.210489
4.9 0.858341 0.218669
5.1 0.897165 0.329585
5.3 0.621175 0.380993
5.5 0.438189 0.50983
5.7 0.630341 0.801706
