0.1 0.326907 0.0960356 0.676835 0.187528 0.449597 0.379607 0.221726 0.844825 -30.8891 3.3171 0.142167 0.0515223 -29.2141 3.45042 -29.2141
0.3 1.0385 0.163958 1.33825 0.248907 0.458312 0.239857 0.773682 0.238051 0.223522 0.296503 0.436897 0.0844056 3.83226 0.539398 -25.3818
0.5 1.5123 0.214287 1.83384 0.285549 0.623559 0.208515 0.525096 0.142975 0.67954 0.248799 0.50988 0.109615 5.17433 0.503268 -20.2075
0.7 1.33762 0.220262 1.9631 0.293964 0.475001 0.214471 0.401249 0.175642 0.457581 0.204035 0.466431 0.130114 4.63455 0.503397 -15.5729
0.9 1.26209 0.225947 1.17389 0.304154 0.393259 0.224318 0.0898226 0.1192 0.634379 0.246164 0.600522 0.129162 3.55345 0.518349 -12.0195
1.1 1.14269 0.214708 0.92336 0.267774 0.734197 0.221995 0.234357 0.101477 0.769583 0.38325 0.469471 0.129817 3.80419 0.56944 -8.21531
1.3 0.582673 0.21094 0.459624 0.291102 0.0308669 0.225935 -0.0454134 0.122367 0.316533 0.205296 0.301363 0.131496 1.34428 0.48724 -6.87102
1.5 0.574053 0.198181 1.11575 0.241141 0.154823 0.188841 0.192672 0.0919381 0.0682982 0.0499706 0.105705 0.120615 2.1056 0.37952 -4.76543
1.7 0.462223 0.180386 0.132615 0.243668 -0.0178189 0.189632 0.054199 0.0567278 0.155538 0.109907 0.193839 0.117618 0.786757 0.37838 -3.97867
1.9 0.874438 0.3542 0.0278626 0.446088 -0.0599858 0.330097 0.239459 0.108361 0.306679 0.210949 -0.0183666 0.212411 1.38845 0.699755 -2.59021
