0.055 2.58695 0.476871 2.39663 0.620322 0.593608 0.557751 0.96597 0.624834 -9.48549 2.36696 0.871067 0.288089
0.165 9.44002 0.578203 7.06408 0.730195 2.83689 0.635829 0.859806 0.696854 -25.9732 2.19165 3.92534 0.345637
0.275 10.8963 0.683423 11.028 0.901084 4.63441 0.74861 2.09129 0.826555 -36.897 2.58087 5.19298 0.426552
0.415 16.9476 0.830588 16.2196 0.960274 4.73003 0.810182 0.714247 0.871234 -48.0275 2.65716 6.02497 0.458946
