105 2.42857 1.09064
115 1.4 0.819756
125 2.33333 1.61015
135 3 3.4641
145 inf inf
155 2 2.44949
165 -nan nan
175 -nan nan
190 2 2.44949
220 0 nan
270 -nan nan
