-0.7 0.61497 0.353117
-0.5 0.900138 0.187175
-0.3 0.952707 0.0979005
-0.1 0.845536 0.0472063
0.1 0.881924 0.012777
0.3 1.1056 0.0175984
0.5 1.06046 0.0180219
0.7 0.946607 0.0179161
0.9 0.821825 0.0168935
1.1 0.756118 0.0164946
1.3 0.703645 0.0162627
1.5 0.641023 0.0153429
1.7 0.622961 0.015702
1.9 0.59761 0.0156553
2.1 0.581545 0.0159272
2.3 0.58513 0.0169696
2.5 0.606996 0.0187583
2.7 0.637789 0.0208705
2.9 0.688132 0.0245111
3.1 0.797261 0.0304652
3.3 0.85149 0.0374406
3.5 0.937017 0.0453119
3.7 1.05122 0.0584607
3.9 1.21094 0.0774042
4.1 1.41548 0.109817
4.3 1.41071 0.132046
4.5 1.69941 0.209954
4.7 2.02505 0.32145
4.9 2.71778 0.547675
5.1 2.02752 0.665221
5.3 1.81371 0.814146
5.5 1.51584 1.20445
5.7 2.52403 3.18414
