0.0523599 0.257493 0.0435242 0.138619 0.0266772
0.15708 0.242779 0.0422624 0.143753 0.0271667
0.261799 0.294277 0.0465293 0.200227 0.032062
0.366519 0.308991 0.0476784 0.287506 0.0384196
0.471239 0.176566 0.0360415 0.179691 0.0303733
0.575959 0.147139 0.0329012 0.128351 0.0256702
0.680678 0.132425 0.0312128 0.0924125 0.0217818
0.785398 0.110354 0.0284933 0.0924125 0.0217818
0.890118 0.139782 0.0320681 0.0770105 0.019884
0.994838 0.0882832 0.0254852 0.0718764 0.0192098
1.09956 0.110354 0.0284933 0.0872785 0.0211681
1.20428 0.0882832 0.0254852 0.0667424 0.018511
1.309 0.0809262 0.0244002 0.0667424 0.018511
1.41372 0.0956401 0.0265258 0.0770105 0.019884
1.51844 0.0514985 0.0194646 0.107815 0.0235271
1.62316 0.102997 0.0275271 0.0410722 0.0145212
1.72788 0.117711 0.0294277 0.0975466 0.0223787
1.8326 0.0956401 0.0265258 0.0975466 0.0223787
1.93732 0.0735693 0.0232647 0.0872785 0.0211681
2.04204 0.183923 0.0367847 0.0872785 0.0211681
2.14675 0.176566 0.0360415 0.169423 0.0294928
2.25147 0.205994 0.0389292 0.256702 0.0363031
2.35619 0.183923 0.0367847 0.256702 0.0363031
2.46091 0.353133 0.0509703 0.338846 0.0417091
2.56563 0.419345 0.0555436 0.482599 0.0497763
2.67035 0.492914 0.0602191 0.63662 0.0571701
2.77507 0.603268 0.0666198 0.759837 0.0624582
2.87979 0.875475 0.0802546 1.11922 0.0758031
2.98451 1.40517 0.101675 1.4632 0.0866724
3.08923 1.93487 0.119309 1.83798 0.0971404
