0.315 0.00863852 0.000517991 0.0141872 0.000663821
0.945 0.00990397 0.000554635 0.0159561 0.00070399
1.495 0.0150753 0.000792241 0.0234323 0.000987714
1.965 0.0306861 0.0011303 0.0445177 0.00136141
2.36 0.108305 0.00257349 0.148262 0.00301101
2.675 0.34558 0.00467053 0.441369 0.00527829
2.915 0.920827 0.0102953 1.11989 0.0113536
3.0708 1.92682 0.0163182 2.24624 0.017619
