0.1 1.24468 0.0104595
0.3 0.9448 0.0129306
0.5 0.795253 0.0132651
0.7 0.727132 0.0130493
0.9 0.687876 0.013104
1.1 0.664317 0.0129187
1.3 0.632107 0.0126252
1.5 0.576797 0.011884
1.7 0.590285 0.0124514
1.9 0.54761 0.0121095
2.1 0.539778 0.0124686
2.3 0.543714 0.0134271
2.5 0.549237 0.0146497
2.7 0.58356 0.0168666
2.9 0.585843 0.0187076
3.1 0.654034 0.0228607
3.3 0.70532 0.0273153
3.5 0.802906 0.0347508
3.7 0.854913 0.0435776
3.9 0.89337 0.0541647
4.1 0.942824 0.0692155
4.3 0.943461 0.0833817
4.5 0.937027 0.106441
4.7 1.12501 0.185737
4.9 1.07971 0.228516
5.1 1.59971 0.503416
5.3 0.888211 0.372681
5.5 1.66882 1.29473
