0.1 0.137103 0.0816292 0.852084 0.169632 0.533809 0.363164 1.73882 0.775834 -28.4166 3.47148 0.0535224 0.0397983 -25.1548 3.58056 -25.1548
0.3 0.751446 0.168262 0.928988 0.189113 0.658083 0.212311 1.09129 0.264966 1.04794 0.36153 0.257622 0.0704029 4.47775 0.556833 -20.6771
0.5 0.953737 0.177653 0.957832 0.237271 0.47901 0.178725 0.606201 0.142911 0.901264 0.307127 0.183053 0.088574 3.89804 0.484305 -16.779
0.7 0.964458 0.191337 1.12384 0.214161 0.591972 0.182006 0.352221 0.1543 0.0707431 0.169062 0.224622 0.100328 3.10324 0.409868 -13.6758
0.9 0.965073 0.18628 1.19065 0.23384 0.554626 0.193647 0.429205 0.140819 1.27796 0.394624 0.249238 0.100992 4.41751 0.549944 -9.25829
1.1 0.715218 0.168482 0.57749 0.219995 0.349762 0.160182 0.456917 0.153751 0.149883 0.156787 0.338709 0.0967907 2.24927 0.388154 -7.00902
1.3 0.358721 0.14673 0.133013 0.199362 0.226564 0.167106 0.389266 0.133901 0.0329739 0.0893923 0.232061 0.107212 1.14054 0.339293 -5.86848
1.5 0.0247506 0.142434 -0.0794924 0.186933 0.19503 0.172746 0.255832 0.133282 0.186107 0.167141 0.0223559 0.089516 0.582227 0.361625 -5.28625
1.7 0.136356 0.141584 0.530029 0.176554 0.191056 0.152575 0.16266 0.0659091 0.22657 0.141299 0.168425 0.0901841 1.24667 0.314334 -4.03958
1.9 0.149391 0.261258 0.0264016 0.331284 0.147684 0.270661 0.275411 0.125614 0.927924 0.338945 0.288494 0.177217 1.52681 0.618 -2.51277
