0.055 0.787708 0.030392 1.72174 0.0658333 2.37536 0.126767 2.49259 0.220374 -9.05633 0.658142 0.260383 0.0138628
0.165 1.49406 0.0496249 3.59074 0.105743 5.51932 0.198417 5.29779 0.309246 -19.0183 0.839741 0.472821 0.0215067
0.275 1.8902 0.0644559 4.56467 0.13152 7.04699 0.240627 7.05134 0.392237 -24.2496 0.95779 0.594581 0.0267523
0.415 2.42477 0.0858247 6.00256 0.173825 9.16355 0.326478 7.87843 0.486961 -32.0182 1.1691 0.770969 0.0359058
