0.1 0.0130495 0.0153501 0.0808579 0.0519995 0.137131 0.140183 -0.135683 0.306106 -22.727 1.01988 0.00995363 0.00454242 -22.6317 1.07538 -22.6317
0.3 0.130061 0.0210361 0.266973 0.0523219 0.371347 0.0928163 0.345444 0.120393 -0.157477 0.148296 0.0338894 0.00696153 0.956348 0.219729 -21.6753
0.5 0.122559 0.0186337 0.439675 0.0351431 0.641217 0.056639 0.77715 0.0717164 1.10127 0.129908 0.034949 0.00720907 3.08187 0.163737 -18.5934
0.7 0.152475 0.0161628 0.368686 0.0286318 0.583852 0.0463794 0.644198 0.0601661 0.876335 0.108262 0.0475794 0.00710109 2.62555 0.136282 -15.9679
0.9 0.151333 0.0141741 0.371912 0.0254304 0.47663 0.0368134 0.617184 0.0569894 0.78658 0.102527 0.0505031 0.00693129 2.40364 0.126343 -13.5643
1.1 0.146769 0.0126291 0.310164 0.0231578 0.40874 0.0351733 0.471967 0.0452094 0.644633 0.083316 0.0477451 0.00670947 1.98227 0.104491 -11.582
1.3 0.112028 0.0112974 0.252842 0.0199918 0.333519 0.0306988 0.458816 0.0479282 0.560993 0.0913146 0.0487214 0.0058077 1.7182 0.110024 -9.86379
1.5 0.0933236 0.00998022 0.215435 0.0179164 0.316034 0.0318351 0.3644 0.0409713 0.571103 0.0900588 0.0352843 0.00553518 1.5603 0.10594 -8.30349
1.7 0.0919377 0.010091 0.179619 0.016105 0.316318 0.0299832 0.342978 0.0399479 0.476971 0.0795663 0.0334177 0.00521487 1.40782 0.0958479 -6.89567
1.9 0.243032 0.0176779 0.514683 0.0335169 0.723488 0.0501684 0.871676 0.0719871 1.56293 0.160389 0.069342 0.00906126 3.91581 0.186707 -2.97985
