105 2.28571 1.0358
115 2.6 1.36821
125 0.666667 0.608581
135 4 4.47214
145 inf inf
155 3 3.4641
165 -nan nan
175 -nan nan
190 2 2.44949
220 0 nan
270 -nan nan
