0.055 -0.647018 0.67247 -1.34721 1.4776 -1.78803 1.19762 -2.04788 1.47064 1.03199 5.40949 -0.244474 0.5739 -6.12283 5.19224
0.165 -1.64014 0.721299 -2.70887 1.04515 -4.63515 1.27972 -5.9956 1.11187 -2.27212 4.43031 -0.0723399 0.610952 -16.8826 4.68354
0.275 -1.21423 0.732342 -3.47816 1.1867 -6.48873 1.09102 -7.23288 1.89363 -7.2721 4.54995 -0.372688 0.669111 -26.742 5.57734
0.415 -2.1706 1.25035 -5.03406 1.35263 -8.88378 1.80003 -9.56843 2.12907 -12.9624 5.70528 -0.869635 0.561364 -39.4849 7.37544
