105 2.85714 1.25473
115 1.8 1.00399
125 1.66667 1.21716
135 3 3.4641
145 inf inf
155 1 1.41421
165 -nan nan
175 inf inf
190 1 1.41421
220 1 1.41421
270 -nan nan
