0.015708 3.52587 0.0120229 0.284888 0.00341754
0.0471239 3.51664 0.0120072 0.276935 0.0033695
0.0785398 3.49184 0.0119647 0.268162 0.0033157
0.109956 3.4804 0.0119451 0.265866 0.00330147
0.141372 3.43818 0.0118725 0.254469 0.00322993
0.172788 3.40034 0.0118069 0.242867 0.00315544
0.204203 3.37381 0.0117608 0.236717 0.00311524
0.235619 3.3215 0.0116693 0.220605 0.00300735
0.267035 3.2493 0.0115417 0.205805 0.00290472
0.298451 3.18481 0.0114266 0.202894 0.00288411
0.329867 3.13258 0.0113326 0.1949 0.00282672
0.361283 3.04415 0.0111715 0.191415 0.00280133
0.392699 2.98647 0.0110651 0.180715 0.00272191
0.424115 2.89324 0.010891 0.176574 0.00269054
0.455531 2.84983 0.010809 0.171737 0.00265343
0.486947 2.78259 0.0106807 0.169892 0.00263914
0.518363 2.70884 0.0105382 0.158495 0.00254908
0.549779 2.61258 0.0103493 0.153042 0.00250485
0.581195 2.56141 0.0102475 0.150541 0.0024843
0.61261 2.46794 0.0100587 0.145417 0.00244165
0.644026 2.41149 0.00994303 0.142465 0.00241674
0.675442 2.34536 0.00980575 0.136971 0.00236969
0.706858 2.25537 0.0096158 0.131806 0.00232457
0.738274 2.19732 0.00949124 0.125123 0.00226488
0.76969 2.11881 0.00932014 0.122622 0.00224213
0.801106 2.10171 0.00928246 0.115817 0.00217902
0.832522 2.0353 0.00913462 0.118112 0.00220051
0.863938 1.96163 0.00896777 0.109011 0.00211403
0.895354 1.88066 0.00878074 0.105813 0.0020828
0.92677 1.83847 0.0086817 0.097081 0.001995
0.958186 1.77169 0.00852256 0.0946212 0.00196957
0.989601 1.717 0.00838998 0.0936373 0.0019593
1.02102 1.66924 0.00827247 0.0862988 0.00188096
1.05243 1.60549 0.00811296 0.0801082 0.00181224
1.08385 1.56428 0.00800818 0.0800672 0.00181177
1.11527 1.50008 0.00784213 0.0758855 0.00176383
1.14668 1.44826 0.00770548 0.0727288 0.00172675
1.1781 1.40333 0.00758501 0.0676861 0.00166581
1.20951 1.34925 0.00743743 0.0639554 0.00161925
1.24093 1.29378 0.00728295 0.0649803 0.00163218
1.27234 1.24073 0.00713207 0.0596507 0.00156381
1.30376 1.18404 0.00696721 0.0601017 0.00156971
1.33518 1.13509 0.00682167 0.0539111 0.00148667
1.36659 1.08179 0.00665959 0.0522302 0.00146331
1.39801 1.03009 0.00649852 0.0476796 0.00139811
1.42942 0.975443 0.00632379 0.0455887 0.00136711
1.46084 0.922639 0.00615024 0.0429239 0.00132656
1.49226 0.870449 0.00597376 0.04153 0.00130484
1.52367 0.832691 0.00584276 0.0380863 0.00124957
1.55509 0.766481 0.00560566 0.0341095 0.00118254
1.5865 0.709208 0.00539216 0.0314037 0.00113466
1.61792 0.665464 0.00522322 0.0285749 0.00108235
1.64934 0.617252 0.00503046 0.0268941 0.00105004
1.68075 0.565103 0.00481327 0.0254592 0.00102164
1.71217 0.516686 0.00460246 0.0222614 0.000955328
1.74358 0.467243 0.00437671 0.0164808 0.000821988
1.775 0.414521 0.0041224 0.0161118 0.000812735
1.80642 0.360856 0.0038463 0.014513 0.000771355
1.83783 0.308093 0.003554 0.0107002 0.000662328
1.86925 0.261151 0.00327207 0.00811742 0.00057688
1.90066 0.200148 0.00286452 0.00643654 0.000513692
1.93208 0.148983 0.00247141 0.00446868 0.000428022
1.9635 0.0951951 0.00197553 0.00188586 0.000278056
1.99491 0.0358314 0.00121202 0.000573959 0.000153397
2.02633 -0.0249672 -nan -0.00114792 -nan
2.05774 -0.0817481 -nan -0.00155789 -nan
2.08916 -0.131068 -nan -0.00307478 -nan
2.12057 -0.188299 -nan -0.00475566 -nan
2.15199 -0.241309 -nan -0.00598557 -nan
2.18341 -0.292104 -nan -0.00668252 -nan
2.21482 -0.345072 -nan -0.00754346 -nan
2.24624 -0.391071 -nan -0.00996228 -nan
2.27765 -0.448303 -nan -0.00979829 -nan
2.30907 -0.492826 -nan -0.0105772 -nan
2.34049 -0.543539 -nan -0.0119711 -nan
2.3719 -0.578755 -nan -0.0127091 -nan
2.40332 -0.618399 -nan -0.013447 -nan
2.43473 -0.658331 -nan -0.013447 -nan
2.46615 -0.69859 -nan -0.013611 -nan
2.49757 -0.734257 -nan -0.0152509 -nan
2.52898 -0.766686 -nan -0.0157839 -nan
2.5604 -0.804116 -nan -0.0154559 -nan
2.59181 -0.846056 -nan -0.0176287 -nan
2.62323 -0.864792 -nan -0.0178337 -nan
2.65465 -0.901074 -nan -0.0184897 -nan
2.68606 -0.933667 -nan -0.0179157 -nan
2.71748 -0.95519 -nan -0.0187766 -nan
2.74889 -0.967079 -nan -0.0187357 -nan
2.78031 -1.00279 -nan -0.0195966 -nan
2.81172 -1.023 -nan -0.0207035 -nan
2.84314 -1.03702 -nan -0.0200066 -nan
2.87456 -1.05473 -nan -0.0208265 -nan
2.90597 -1.05703 -nan -0.0206625 -nan
2.93739 -1.0854 -nan -0.0232863 -nan
2.9688 -1.07982 -nan -0.0210725 -nan
3.00022 -1.10717 -nan -0.0217284 -nan
3.03164 -1.11098 -nan -0.0229583 -nan
3.06305 -1.11102 -nan -0.0216054 -nan
3.09447 -1.10676 -nan -0.0218924 -nan
3.12588 -1.12471 -nan -0.0210725 -nan
3.1573 -4.0997e-05 -nan 0 0
3.18872 0 0 0 0
3.22013 0 0 0 0
