0.015708 3.33402 0.0826559 0.168033 0.0185561
0.0471239 3.43033 0.0838413 0.122951 0.0158729
0.0785398 3.37295 0.0831371 0.163934 0.0183284
0.109956 3.43648 0.0839164 0.122951 0.0158729
0.141372 3.27869 0.0819672 0.182377 0.0193319
0.172788 3.30738 0.082325 0.145492 0.0172667
0.204203 3.21516 0.0811693 0.137295 0.0167733
0.235619 3.1332 0.0801279 0.102459 0.0144899
0.267035 3.18033 0.0807283 0.131148 0.0163934
0.298451 3.0123 0.0785668 0.110656 0.0150583
0.329867 2.81967 0.0760133 0.106557 0.0147768
0.361283 2.90984 0.077219 0.0963115 0.0140485
0.392699 2.74385 0.0749843 0.0881148 0.0134374
0.424115 2.82992 0.0761512 0.0696721 0.0119487
0.455531 2.83607 0.0762339 0.104508 0.0146341
0.486947 2.58607 0.0727964 0.0758197 0.0124647
0.518363 2.6332 0.0734568 0.102459 0.0144899
0.549779 2.59631 0.0729405 0.0758197 0.0124647
0.581195 2.59631 0.0729405 0.0860656 0.0132802
0.61261 2.39344 0.0700328 0.0901639 0.0135927
0.644026 2.3832 0.0698828 0.0860656 0.0132802
0.675442 2.35656 0.0694911 0.0901639 0.0135927
0.706858 2.19672 0.0670931 0.0840164 0.0131212
0.738274 2.23156 0.067623 0.0635246 0.0114094
0.76969 2.18648 0.0669364 0.079918 0.0127971
0.801106 2.19467 0.0670618 0.0635246 0.0114094
0.832522 2.08811 0.0654135 0.0963115 0.0140485
0.863938 2.0041 0.064084 0.0532787 0.0104488
0.895354 2.00615 0.0641168 0.0471311 0.00982752
0.92677 1.86885 0.0618839 0.0409836 0.00916421
0.958186 1.95287 0.0632596 0.0881148 0.0134374
0.989601 1.91189 0.0625923 0.0901639 0.0135927
1.02102 1.76025 0.0600588 0.0655738 0.0115919
1.05243 1.76025 0.0600588 0.0655738 0.0115919
1.08385 1.70082 0.0590363 0.0655738 0.0115919
1.11527 1.58402 0.0569731 0.0553279 0.0106479
1.14668 1.57377 0.0567886 0.0635246 0.0114094
1.1781 1.52254 0.0558566 0.0409836 0.00916421
1.20951 1.40574 0.0536713 0.0430328 0.00939052
1.24093 1.51434 0.0557061 0.0532787 0.0104488
1.27234 1.33607 0.0523244 0.0532787 0.0104488
1.30376 1.39549 0.0534754 0.0737705 0.0122951
1.33518 1.24795 0.0505695 0.0307377 0.00793644
1.36659 1.22336 0.0500688 0.0327869 0.00819672
1.39801 1.2459 0.050528 0.0491803 0.0100389
1.42942 1.14549 0.0484491 0.045082 0.00961151
1.46084 1.09221 0.047309 0.0532787 0.0104488
1.49226 1.02459 0.0458211 0.0430328 0.00939052
1.52367 1.03074 0.0459583 0.0307377 0.00793644
1.55509 0.92623 0.0435662 0.045082 0.00961151
1.5865 0.891393 0.042739 0.0307377 0.00793644
1.61792 0.872951 0.0422946 0.022541 0.00679636
1.64934 0.754098 0.0393101 0.0286885 0.00766733
1.68075 0.702869 0.0379514 0.0163934 0.00579596
1.71217 0.668033 0.0369989 0.0163934 0.00579596
1.74358 0.598361 0.0350164 0.0184426 0.00614754
1.775 0.497951 0.0319436 0.0122951 0.00501945
1.80642 0.512295 0.0324004 0.0102459 0.00458211
1.83783 0.375 0.0277208 0.0143443 0.00542162
1.86925 0.336066 0.0262423 0.00819672 0.00409836
1.90066 0.27459 0.023721 0.00614754 0.00354928
1.93208 0.213115 0.0208976 0.0122951 0.00501945
1.9635 0.139344 0.016898 0.00409836 0.00289798
1.99491 0.0942623 0.0138982 0.00409836 0.00289798
2.02633 0.0512295 0.0102459 -0.00409836 -nan
2.05774 -0.0245902 -nan -0.00204918 -nan
2.08916 -0.120902 -nan -0.00819672 -nan
2.12057 -0.182377 -nan -0.00819672 -nan
2.15199 -0.231557 -nan 0 0
2.18341 -0.264344 -nan -0.00819672 -nan
2.21482 -0.311475 -nan -0.0184426 -nan
2.24624 -0.315574 -nan -0.0122951 -nan
2.27765 -0.385246 -nan -0.0286885 -nan
2.30907 -0.434426 -nan -0.0245902 -nan
2.34049 -0.463115 -nan -0.0184426 -nan
2.3719 -0.532787 -nan -0.022541 -nan
2.40332 -0.540984 -nan -0.022541 -nan
2.43473 -0.579918 -nan -0.0184426 -nan
2.46615 -0.653689 -nan -0.0163934 -nan
2.49757 -0.709016 -nan -0.0327869 -nan
2.52898 -0.672131 -nan -0.0368852 -nan
