0.1 1.20444 0.0118849
0.3 0.96338 0.0149114
0.5 0.818684 0.0158506
0.7 0.74275 0.0160694
0.9 0.697407 0.0159228
1.1 0.666782 0.0158374
1.3 0.645921 0.0158997
1.5 0.603657 0.0152536
1.7 0.604559 0.0156933
1.9 0.59891 0.0164448
2.1 0.589799 0.0171174
2.3 0.593283 0.0183944
2.5 0.611829 0.0203049
2.7 0.645021 0.024171
2.9 0.729107 0.0294923
3.1 0.755064 0.0335475
3.3 0.87298 0.0441217
3.5 0.96435 0.0551215
3.7 1.01591 0.0693973
3.9 0.976862 0.0852695
4.1 1.44932 0.158233
4.3 1.24253 0.169619
4.5 1.20618 0.205404
4.7 2.02095 0.490211
4.9 1.07598 0.347478
5.1 1.6609 0.841997
5.3 0.518408 0.437612
