0.1 0.300277 0.0942848 0.307033 0.233731 -0.1103 0.544682 0.0985105 1.06617 -5.25044 4.65134 0.112757 0.0634879 -4.88145 4.76407
0.3 0.744215 0.20707 0.620944 0.337388 -0.419954 0.285652 -0.843931 0.275734 -0.630137 0.388302 0.304859 0.0873993 -0.633356 0.599824
0.5 1.06328 0.285948 0.977719 0.465919 -0.348632 0.240511 -0.573055 0.222624 -0.455296 0.350793 0.430202 0.0941076 0.720414 0.824008
0.7 1.27943 0.293189 1.09171 0.453988 -0.0807078 0.250016 -0.465513 0.195233 -0.759525 0.343229 0.437259 0.135838 1.03749 0.401463
0.9 1.10092 0.380079 0.787562 0.418975 0.0558677 0.208774 -0.284248 0.161271 0.398502 0.538627 0.469405 0.136953 2.13043 0.953342
1.1 0.817558 0.196347 0.614431 0.334945 -0.0727865 0.227521 -0.188471 0.2013 -0.145574 0.291617 0.434607 0.169934 0.934392 0.638316
1.3 0.624151 0.172982 0.387287 0.296625 -0.103124 0.27907 -0.335 0.143445 -0.208844 0.194571 0.362253 0.133729 0.177583 0.479342
1.5 0.338721 0.188442 0.240105 0.211075 -0.0919303 0.155771 -0.219767 0.0862709 -0.248883 0.208813 0.251267 0.105215 -0.0342327 0.363884
1.7 0.252788 0.207017 0.278441 0.330871 -0.112947 0.161563 -0.168199 0.0842366 -0.134685 0.145116 0.142869 0.127449 0.0961574 0.526273
1.9 0.282169 0.343997 -0.154238 0.48159 -0.654982 0.413578 -0.424663 0.190856 -0.530276 0.400434 0.214299 0.1921 -1.54265 0.838642
