0.1 0.327484 0.115477 0.398836 0.224471 -0.128939 0.536829 -0.18341 0.968152 -5.53695 5.33737 0.0919858 0.0529662 -5.43211 5.29548
0.3 0.861959 0.30279 0.756693 0.311674 -0.261653 0.362788 -0.572399 0.338126 -0.203841 0.378985 0.30932 0.146746 0.416609 0.860953
0.5 1.26724 0.243265 1.0083 0.22758 -0.197255 0.232831 -0.493779 0.181141 -0.461133 0.265542 0.53074 0.153964 1.08708 0.496249
0.7 1.25209 0.264192 1.07323 0.452766 -0.0200336 0.232701 -0.429314 0.152957 -0.712213 0.331257 0.529368 0.152692 1.12966 0.517722
0.9 1.2236 0.23123 0.822907 0.318601 -0.0714225 0.257013 -0.247892 0.117732 0.233477 0.414968 0.573543 0.106048 2.00756 0.657423
1.1 0.941251 0.317023 0.623591 0.279864 -0.0267785 0.143973 -0.193921 0.131926 -0.0397994 0.347284 0.465366 0.157292 1.26149 0.343462
1.3 0.593505 0.262755 0.266979 0.313166 -0.195579 0.193194 -0.343979 0.108835 -0.295047 0.158662 0.375881 0.124576 -0.0126595 0.646099
1.5 0.326159 0.21862 0.257507 0.283663 -0.15137 0.223449 -0.260221 0.0743659 -0.391552 0.177058 0.26155 0.154684 -0.223023 0.460217
1.7 0.292391 0.128717 0.120191 0.266105 -0.173003 0.222624 -0.204829 0.069456 -0.221749 0.172077 0.19484 0.11709 -0.283367 0.465028
1.9 0.231969 0.228846 -0.0913573 0.379607 -0.359732 0.405222 -0.540938 0.199125 -0.602235 0.39148 0.151991 0.189937 -1.3603 0.513291
