0.1 -0.0132328 0.0693045 -0.00104302 0.151944 -0.0476793 0.514382 0.0574163 0.928651 -5.95063 3.81221 -0.0126141 0.0395578 -6.13295 3.87563
0.3 -0.13694 0.140028 -0.199167 0.169969 -0.500931 0.28304 -0.525258 0.367522 -0.194958 0.473039 -0.00855885 0.0897786 -1.60197 0.706732
0.5 -0.0509767 0.141358 -0.363732 0.163377 -0.597815 0.18098 -0.587862 0.193904 -0.555402 0.30602 -0.0373566 0.0876121 -2.16454 0.511367
0.7 -0.156455 0.195156 -0.380014 0.339638 -0.410816 0.152775 -0.430366 0.161683 -0.688231 0.257285 -0.0317964 0.0695828 -2.00103 0.684807
0.9 -0.0938784 0.15943 -0.26248 0.170998 -0.320079 0.238831 -0.359063 0.108261 0.0763413 0.417406 -0.0544371 0.127123 -0.954022 0.384029
1.1 -0.100336 0.140284 -0.326235 0.186658 -0.258362 0.196861 -0.174471 0.170077 0.0295685 0.360774 -0.0653703 0.148812 -0.958994 0.580595
1.3 -0.11301 0.154244 -0.191221 0.231803 -0.188314 0.188977 -0.283161 0.120149 -0.311646 0.200744 -0.0890464 0.0950616 -1.21117 0.444175
1.5 -0.0642681 0.164591 -0.192226 0.229281 -0.249858 0.184911 -0.298078 0.0850298 -0.413978 0.158498 -0.0171923 0.116737 -1.193 0.427843
1.7 -0.0241554 0.133648 -0.185934 0.176484 -0.249357 0.235998 -0.217726 0.0763767 -0.270677 0.141703 -0.0835486 0.133487 -0.988949 0.342822
1.9 -0.25454 0.26617 -0.547357 0.404334 -0.458557 0.300162 -0.614418 0.155675 -0.806459 0.426774 -0.151298 0.227694 -2.77162 0.775542
