0.1 0.339152 0.0915419 0.586997 0.217689 0.57614 0.485896 0.718799 0.936379 -31.2606 4.23815 0.129479 0.0629568 -29.2675 4.32726 -4.88145 4.76407 -29.1485 2.46766
0.3 0.931749 0.204172 1.19075 0.326289 0.710613 0.253975 0.609534 0.225963 0.899692 0.312919 0.338776 0.0867498 4.23062 0.507643 -0.633356 0.599824 -24.8176 2.55715
0.5 1.23668 0.283925 1.47568 0.460297 0.552859 0.21825 0.389587 0.178501 0.861936 0.281988 0.474981 0.0935375 4.57073 0.75831 0.720414 0.824008 -20.2698 2.10229
0.7 1.43704 0.291771 1.48416 0.450083 0.500529 0.236989 0.196764 0.157633 0.228409 0.264916 0.479388 0.135355 3.80108 0.351269 1.03749 0.401463 -16.5419 2.09976
0.9 1.22321 0.378954 1.15318 0.415872 0.535876 0.20051 0.298047 0.137265 1.10348 0.50892 0.521514 0.136472 4.38635 0.921426 2.13043 0.953342 -12.4723 1.79783
1.1 0.962315 0.195356 0.902594 0.332522 0.31839 0.218902 0.264805 0.182674 0.473051 0.25764 0.491028 0.169434 2.82885 0.608961 0.934392 0.638316 -9.55427 1.80376
1.3 0.710474 0.172172 0.622935 0.294604 0.197392 0.272338 0.144032 0.114168 0.159459 0.150712 0.409581 0.133369 1.6437 0.445179 0.177583 0.479342 -7.92431 1.58277
1.5 0.43459 0.187707 0.449602 0.2094 0.167392 0.149208 0.0654158 0.0666837 0.149684 0.156248 0.278037 0.104855 1.20709 0.331731 -0.0342327 0.363884 -6.77658 1.65035
1.7 0.31005 0.206307 0.434951 0.329475 0.156334 0.155489 0.139846 0.0633242 0.230011 0.105904 0.182037 0.127078 1.24809 0.501605 0.0961574 0.526273 -5.69748 1.79584
1.9 0.504761 0.342831 0.243829 0.4786 0.0130185 0.402744 0.290997 0.156031 0.778299 0.326318 0.283966 0.191562 1.76156 0.784921 -1.54265 0.838642 -3.57855 1.83258
