0.1 -0.000413497 0.0663888 0.0807888 0.137027 0.0890405 0.46477 -0.078856 0.82662 -28.694 3.50676 -0.00268568 0.0391194 -28.7813 3.55032 -6.13295 3.87563 -28.682 1.93087
0.3 -0.0071459 0.136637 0.0685015 0.157415 -0.130011 0.249149 -0.179761 0.31838 -0.352112 0.419915 0.0253304 0.0891703 -0.648465 0.627353 -1.60197 0.706732 -28.9807 1.95596
0.5 0.0717372 0.139194 0.0761299 0.15793 0.0426832 0.164057 0.189449 0.162377 0.542062 0.256808 -0.00241225 0.087094 0.916621 0.456318 -2.16454 0.511367 -27.9174 2.05307
0.7 -0.00406773 0.193501 -0.011504 0.335988 0.172558 0.141425 0.213197 0.138557 0.193945 0.201174 0.0157618 0.0691228 0.622705 0.642792 -2.00103 0.684807 -27.2842 2.49543
0.9 0.0575323 0.158288 0.109286 0.168306 0.156179 0.231922 0.258121 0.0920473 0.867827 0.389853 -0.0039472 0.126731 1.4482 0.356878 -0.954022 0.384029 -25.848 2.5431
1.1 0.0464009 0.139406 -0.0161904 0.184462 0.150572 0.191042 0.298962 0.153649 0.67661 0.341568 -0.0175915 0.148411 1.02439 0.560754 -0.958994 0.580595 -24.6482 2.66893
1.3 -0.000941161 0.153487 0.0617511 0.230113 0.145197 0.184327 0.176691 0.0995745 0.256529 0.157765 -0.0403033 0.0947534 0.508614 0.414902 -1.21117 0.444175 -24.1569 2.4521
1.5 0.0290012 0.163997 0.0231536 0.227857 0.0657068 0.179374 0.0669962 0.0677379 0.158053 0.116204 0.0180669 0.116434 0.365839 0.399228 -1.193 0.427843 -23.775 2.66368
1.7 0.0678056 0.133036 -0.00639098 0.175332 0.0669573 0.231294 0.127991 0.0583219 0.210859 0.102033 -0.0501418 0.133237 0.41854 0.319905 -0.988949 0.342822 -23.3463 2.79823
1.9 -0.0114935 0.265184 -0.0324218 0.401582 0.265025 0.292098 0.256286 0.126755 0.765651 0.366808 -0.0819648 0.227302 1.14489 0.725288 -2.77162 0.775542 -22.3512 2.53928
