0.1 0.44842 0.18135 0.5797 0.28517 0.137754 0.501641 -0.141263 1.1991 -33.1794 7.09805 0.0993591 0.0718428 -32.4411 7.49197 -8.11241 7.7492 -32.3613 4.97164
0.3 1.20946 0.487446 1.46395 0.533861 0.396308 0.476984 -0.00412927 0.418937 0.223989 0.499422 0.402777 0.206431 3.25697 1.54606 0.552394 1.59443 -28.9454 4.78097
0.5 1.63428 0.373564 1.77724 0.29653 0.575662 0.246562 0.322099 0.283472 0.697761 0.360141 0.625189 0.239821 4.89636 0.710307 1.4651 0.745959 -24.1912 4.90905
0.7 1.67545 0.351847 1.68156 0.623833 0.533801 0.386514 0.166003 0.211047 0.215265 0.419943 0.611935 0.189201 4.35381 0.658179 1.64259 0.687754 -19.6987 4.76992
0.9 1.54207 0.250513 1.3682 0.494783 0.403524 0.281667 0.290802 0.190784 0.879664 0.490133 0.703686 0.175923 4.49956 0.846135 2.25059 0.862997 -15.1978 4.44004
1.1 1.16494 0.55727 0.978493 0.351687 0.427729 0.244748 0.204721 0.145362 0.620031 0.399301 0.584971 0.232894 3.26237 0.732348 1.18375 0.748963 -12.0652 4.58193
1.3 0.75309 0.353576 0.596254 0.467992 0.0848345 0.319199 0.0762256 0.102171 0.10888 0.212168 0.481872 0.241505 1.58132 0.835843 -0.0561628 0.853739 -10.4885 4.07296
1.5 0.356213 0.357898 0.600662 0.44673 0.102416 0.25318 0.0175971 0.0525513 0.0349993 0.0966673 0.339341 0.289179 1.22326 0.722352 -0.32512 0.744378 -9.25583 4.48987
1.7 0.408736 0.217927 0.332272 0.507669 0.0556921 0.366533 0.0521743 0.0816997 0.132825 0.117471 0.218347 0.139685 0.943432 0.878825 -0.344831 0.893127 -8.06746 4.16592
1.9 0.349761 0.38354 0.373692 0.47836 0.280379 0.609769 0.320817 0.2084 0.737435 0.425213 0.263264 0.22018 1.88044 0.768524 -1.82635 0.800996 -6.21833 4.28234
