0.0523599 0.198255 0.0361963 0.122492 0.0250036
0.15708 0.185038 0.0349689 0.127596 0.0255192
0.261799 0.284166 0.0433349 0.244985 0.0353605
0.366519 0.224689 0.0385339 0.193946 0.0314622
0.471239 0.151996 0.0316933 0.178635 0.0301948
0.575959 0.185038 0.0349689 0.0816615 0.0204154
0.680678 0.0859106 0.0238273 0.0612462 0.0176802
0.785398 0.0991276 0.0255946 0.0867654 0.0210437
0.890118 0.151996 0.0316933 0.0867654 0.0210437
0.994838 0.118953 0.0280375 0.0459346 0.0153115
1.09956 0.0925191 0.0247268 0.107181 0.0233888
1.20428 0.105736 0.026434 0.0612462 0.0176802
1.309 0.0726936 0.0219179 0.0714538 0.0190968
1.41372 0.0991276 0.0255946 0.0510385 0.0161398
1.51844 0.0925191 0.0247268 0.0510385 0.0161398
1.62316 0.0991276 0.0255946 0.0561423 0.0169275
1.72788 0.125562 0.0288058 0.0816615 0.0204154
1.8326 0.0726936 0.0219179 0.0765577 0.0197671
1.93732 0.118953 0.0280375 0.0918692 0.0216538
2.04204 0.17843 0.0343388 0.0867654 0.0210437
2.14675 0.198255 0.0361963 0.148012 0.0274851
2.25147 0.165213 0.0330425 0.209258 0.0326806
2.35619 0.185038 0.0349689 0.239881 0.0349902
2.46091 0.317208 0.0457851 0.413412 0.0459346
2.56563 0.403119 0.0516141 0.433827 0.0470551
2.67035 0.455987 0.0548944 0.637981 0.0570627
2.77507 0.588157 0.0623446 0.954419 0.069794
2.87979 0.951625 0.0793021 1.16368 0.0770664
2.98451 1.53978 0.100875 1.51584 0.0879581
3.08923 2.00238 0.115034 1.86801 0.0976423
