0.1 -0.0177323 0.0919871 -0.0667352 0.189082 -0.357065 0.5607 -0.53986 1.21421 -5.81798 4.79199 0.00114834 0.0331979 -7.22938 4.78182
0.3 -0.127575 0.141844 -0.176177 0.221733 -0.789807 0.338581 -0.742261 0.353452 -0.29171 0.471312 -0.0112693 0.101328 -2.06712 0.71762
0.5 -0.0402049 0.186231 -0.269055 0.205981 -0.623387 0.155544 -0.648743 0.18722 -0.375717 0.365184 -0.0454492 0.0961116 -1.97814 0.37983
0.7 -0.0787962 0.169194 -0.433033 0.290252 -0.434782 0.252249 -0.391028 0.22602 -0.705401 0.392065 0.0496029 0.103305 -1.96073 0.737573
0.9 -0.0958676 0.215275 -0.184893 0.375534 -0.283934 0.172499 -0.230028 0.151414 0.230265 0.470739 -0.121483 0.165714 -0.652774 0.570488
1.1 -0.219067 0.246847 -0.284007 0.315344 -0.21557 0.188232 -0.194852 0.203043 -0.0216653 0.382606 -0.0410756 0.136782 -0.743824 0.67373
1.3 -0.0842151 0.23057 -0.350966 0.330073 -0.284691 0.276579 -0.29659 0.113485 -0.27729 0.166274 0.01479 0.0984856 -1.32107 0.391613
1.5 -0.0257275 0.182478 -0.259687 0.286034 -0.134497 0.273018 -0.243895 0.0962295 -0.272262 0.190267 -0.0374646 0.116573 -1.02045 0.374443
1.7 -0.0128272 0.217883 -0.204701 0.256875 -0.062017 0.205139 -0.193293 0.0900504 -0.244708 0.178576 -0.0634471 0.11792 -0.797989 0.507161
1.9 -0.256767 0.235532 -0.492446 0.323467 -0.467976 0.261561 -0.495635 0.214399 -0.53864 0.357605 -0.125324 0.309882 -2.28407 0.591019
