0.1 0.227265 0.0969544 0.654972 0.234748 0.548442 0.778496 0.3419 0.766765 -31.2018 5.63549 0.0903031 0.0631308 -29.5848 5.27257 -5.2123 5.58287 -29.4949 2.50786
0.3 0.736144 0.276364 1.10317 0.28918 0.885627 0.32934 0.801417 0.354551 1.31188 0.675938 0.266015 0.100749 4.70687 0.792361 -0.161973 0.855958 -24.6263 2.60725
0.5 1.02937 0.325482 1.25733 0.328302 0.766682 0.258071 0.553362 0.185053 0.841282 0.508805 0.260588 0.160429 4.31619 0.738929 0.46501 0.785439 -20.5485 2.7056
0.7 1.14012 0.308856 1.09047 0.289557 0.522022 0.219556 0.31142 0.202312 0.319035 0.359522 0.45164 0.150436 3.26996 0.541137 0.50134 0.57735 -17.3148 2.55458
0.9 1.16049 0.420699 0.914455 0.462013 0.491052 0.286122 0.388547 0.244005 1.13096 0.563642 0.470478 0.173684 3.91742 0.73747 1.66418 0.761935 -13.6472 2.63625
1.1 0.810552 0.228401 0.908635 0.450194 0.340242 0.261247 0.338649 0.246411 0.601561 0.423886 0.489151 0.185765 2.94233 0.794585 1.0482 0.81655 -10.6283 2.47189
1.3 0.365922 0.18181 0.512953 0.251781 0.224823 0.236819 0.284518 0.151051 0.175904 0.266549 0.307299 0.135627 1.50259 0.484591 0.0377855 0.508229 -9.18386 2.36338
1.5 0.365726 0.291515 0.457209 0.330843 0.299446 0.267838 0.146081 0.123922 0.311084 0.291569 0.194228 0.177807 1.46485 0.425649 0.22469 0.446576 -7.7867 2.37117
1.7 0.197958 0.251145 0.248829 0.357178 0.158373 0.204697 0.179405 0.122871 0.313708 0.219796 0.162647 0.152141 1.00884 0.652099 -0.142032 0.66959 -6.81723 2.7007
1.9 0.273709 0.382288 0.51887 0.552458 0.236764 0.439022 0.36957 0.264169 0.904966 0.397709 0.284963 0.368318 2.21991 0.861824 -1.08039 0.904716 -4.47027 2.90761
