0.1 1.19217 0.0117408
0.3 0.978082 0.0150472
0.5 0.820545 0.0157559
0.7 0.746768 0.0160313
0.9 0.673314 0.0154328
1.1 0.667018 0.0158733
1.3 0.63335 0.0153819
1.5 0.590725 0.0149596
1.7 0.608486 0.0157218
1.9 0.583188 0.0160333
2.1 0.589637 0.0170678
2.3 0.600385 0.0186473
2.5 0.635503 0.0211238
2.7 0.673697 0.0242437
2.9 0.722168 0.0287606
3.1 0.829602 0.036911
3.3 0.887352 0.0440078
3.5 0.907045 0.0526416
3.7 1.14432 0.0768753
3.9 1.22946 0.105015
4.1 1.53763 0.159471
4.3 1.10313 0.1432
4.5 1.24502 0.216106
4.7 1.80451 0.412083
4.9 2.45287 0.791141
5.1 1.48892 0.686459
5.3 4.42448 3.55639
