0.25 1.10193 0.398693
0.75 1.21212 0.717101
1.25 1.45455 0.969697
1.75 0.207792 0.14339
2.25 0.387879 0.260197
2.75 0.34632 0.202784
3.25 0.484848 0.395877
3.75 -0.242424 -nan
