0.1 1.18074 0.0121942
0.3 0.979133 0.0163351
0.5 0.84934 0.0167225
0.7 0.781457 0.0167777
0.9 0.757262 0.0169686
1.1 0.766604 0.017346
1.3 0.730386 0.0166281
1.5 0.689808 0.0163877
1.7 0.67163 0.0163368
1.9 0.65391 0.0164487
2.1 0.645811 0.0172667
2.3 0.628711 0.0177515
2.5 0.596124 0.0181248
2.7 0.608275 0.0203517
2.9 0.686915 0.0253472
3.1 0.745325 0.0297251
3.3 0.734404 0.0335596
3.5 0.836298 0.0430005
3.7 0.867329 0.051854
3.9 0.962467 0.0671026
4.1 0.896138 0.0764286
4.3 1.01509 0.103423
4.5 0.81194 0.111916
4.7 1.17249 0.211766
4.9 1.30958 0.33356
5.1 0.622317 0.222938
5.3 1.68913 0.839725
5.5 1.66452 1.29909
5.7 2.4108 2.97755
