0.055 0.295681 0.255816 0.738312 0.389798 1.69644 0.38957 1.40683 0.531505 -9.24287 1.80317 0.0954354 0.177782
0.165 -0.415501 0.323958 1.26353 0.474958 2.20725 0.493002 2.59982 0.633043 -21.0059 2.01935 0.047182 0.198738
0.275 1.24069 0.358992 2.05811 0.543225 2.79692 0.587793 4.67393 0.833403 -30.1197 2.21814 0.715454 0.231951
0.415 1.39813 0.439714 3.88192 0.662831 5.08891 0.733794 3.10131 0.861035 -42.4869 2.46795 0.217513 0.252103
