-0.7 0.490561 0.301582
-0.5 0.917315 0.187855
-0.3 0.970204 0.0985846
-0.1 0.819607 0.0460371
0.1 0.890329 0.0128231
0.3 1.08441 0.0173
0.5 1.04823 0.0178691
0.7 0.956399 0.0179513
0.9 0.827581 0.0169152
1.1 0.768769 0.0166286
1.3 0.711575 0.0163625
1.5 0.654285 0.0155714
1.7 0.635507 0.0159176
1.9 0.588936 0.0154178
2.1 0.592963 0.0161065
2.3 0.617832 0.017575
2.5 0.64123 0.0194074
2.7 0.645074 0.0208512
2.9 0.734643 0.0256716
3.1 0.776188 0.0299428
3.3 0.860541 0.0378398
3.5 0.940548 0.0453389
3.7 1.10867 0.0596975
3.9 1.25416 0.0786195
4.1 1.4776 0.113614
4.3 1.3627 0.126306
4.5 1.78835 0.218292
4.7 1.89859 0.298662
4.9 1.84343 0.3887
5.1 2.42048 0.688352
5.3 1.49462 0.741195
5.5 2.53024 1.81059
5.7 1.32636 1.8926
