0.055 -0.00772245 0.296983 0.285279 0.432873 1.2408 0.416566 -0.159305 0.597211 -5.44936 2.00794 -0.0909204 0.180801
0.165 0.232528 0.334829 0.666423 0.452123 0.822437 0.524561 1.64766 0.68613 -21.0441 1.96545 0.137471 0.196366
0.275 0.849627 0.354509 -0.375166 0.526481 1.43504 0.553786 1.013 0.726115 -33.7954 2.17337 -0.0933913 0.22764
0.415 -0.174767 0.390976 1.6309 0.569146 1.57985 0.659747 2.27942 0.795613 -43.0204 2.14333 0.318371 0.237978
