0.1 -0.0667038 0.0540557 0.104252 0.127412 -0.0827899 0.31759 -0.665151 0.664974 -24.9097 2.47849 0.0703129 0.0322315 -25.6201 2.58943 -25.6201
0.3 -0.0881155 0.0939156 0.319967 0.156263 0.336302 0.179055 0.315289 0.210713 0.0960906 0.404351 0.0431904 0.0535279 0.979533 0.522684 -24.6406
0.5 0.0580593 0.116699 0.120137 0.133794 0.348475 0.120775 0.114236 0.0909104 0.0906461 0.128723 -0.00684228 0.0626868 0.731553 0.266346 -23.909
0.7 0.0897252 0.121771 0.0907361 0.158825 0.342352 0.134565 0.162406 0.104261 0.338568 0.142092 -0.078507 0.0768016 1.02379 0.2987 -22.8853
0.9 0.0434454 0.118902 0.190734 0.172821 0.353131 0.143232 0.276338 0.094252 0.793271 0.260032 0.0309072 0.0788172 1.65692 0.375527 -21.2283
1.1 0.0730381 0.119987 -0.119667 0.154185 0.0579468 0.117082 0.518904 0.127037 0.813142 0.276983 0.0422323 0.0742327 1.34336 0.380442 -19.885
1.3 0.0532331 0.13025 0.258207 0.15806 0.155197 0.137966 0.0448305 0.0604968 0.187279 0.130134 0.0136746 0.0694493 0.698747 0.285618 -19.1862
1.5 -0.0107492 0.108512 -0.141994 0.160679 0.273098 0.128605 0.180526 0.0923757 0.176953 0.116808 -0.0677708 0.0727775 0.477835 0.276241 -18.7084
1.7 -0.0658748 0.116765 -0.0950873 0.158863 0.0968451 0.127137 0.15012 0.073161 0.265014 0.0946645 -0.00799883 0.072644 0.351017 0.263342 -18.3574
1.9 0.204702 0.201416 0.168865 0.279923 0.303244 0.200562 0.170192 0.0958128 1.17181 0.466718 -0.0154471 0.131671 2.01882 0.621415 -16.3386
