-0.7 1.56296 1.07719
-0.5 0.639381 0.22833
-0.3 0.806446 0.0937383
-0.1 0.815945 0.0491769
0.1 0.824785 0.0113806
0.3 1.06656 0.0153886
0.5 1.10339 0.016396
0.7 1.00347 0.0156721
0.9 0.933019 0.0153453
1.1 0.852857 0.0146368
1.3 0.779359 0.0141244
1.5 0.74155 0.0137514
1.7 0.70175 0.0132813
1.9 0.663202 0.0130199
2.1 0.655173 0.0134952
2.3 0.635017 0.0136395
2.5 0.621248 0.0141905
2.7 0.635905 0.0154681
2.9 0.613753 0.0162275
3.1 0.713522 0.0205677
3.3 0.72464 0.0234009
3.5 0.772114 0.0276234
3.7 0.804 0.0325908
3.9 1.04004 0.0477176
4.1 1.09093 0.0563015
4.3 1.12869 0.0718181
4.5 1.2169 0.0983016
4.7 1.42016 0.151935
4.9 1.27318 0.18766
5.1 1.42315 0.280407
5.3 0.95043 0.289538
5.5 1.21861 0.526291
5.7 1.64803 1.26841
