-0.7 1.63732 1.14048
-0.5 0.722031 0.251108
-0.3 0.796948 0.0941241
-0.1 0.831665 0.0504927
0.1 0.832188 0.0115908
0.3 1.09175 0.0158187
0.5 1.10468 0.016597
0.7 0.997508 0.0158187
0.9 0.886746 0.0149641
1.1 0.795001 0.0141226
1.3 0.694817 0.0132058
1.5 0.651286 0.0127318
1.7 0.58465 0.0119176
1.9 0.555795 0.0116959
2.1 0.538227 0.0119546
2.3 0.522771 0.012157
2.5 0.536206 0.0130745
2.7 0.531894 0.0138585
2.9 0.562534 0.0155431
3.1 0.597589 0.0184175
3.3 0.653713 0.0222098
3.5 0.699858 0.0259483
3.7 0.777551 0.0325854
3.9 0.956909 0.0452173
4.1 1.07046 0.0568173
4.3 1.10197 0.0716311
4.5 1.15284 0.0947377
4.7 1.49783 0.157251
4.9 1.72699 0.236892
5.1 1.2546 0.256697
5.3 1.86965 0.508915
5.5 1.03817 0.475
5.7 2.57387 1.58535
