0.1 0.469084 0.102665 0.469397 0.186439 0.0825118 0.40267 -0.877515 0.838776 -25.2007 3.17919 0.148312 0.0594973 -25.0572 3.31937 -25.0572
0.3 1.09717 0.175311 1.13287 0.242806 0.227355 0.226937 -0.520322 0.255308 -0.746579 0.328773 0.364497 0.0893629 1.19049 0.56077 -23.8667
0.5 1.79621 0.222294 1.82814 0.278048 0.290987 0.214961 0.275774 0.116234 0.418658 0.3423 0.446636 0.11761 4.60977 0.551011 -19.257
0.7 1.72706 0.24033 1.50206 0.289874 0.599939 0.205166 0.124726 0.13569 0.336589 0.142248 0.546987 0.123622 4.29038 0.471725 -14.9666
0.9 1.14319 0.23787 1.59283 0.306179 0.478873 0.222588 0.298013 0.140366 0.558802 0.331977 0.628284 0.139781 4.0717 0.574269 -10.8949
1.1 1.03221 0.200676 0.982446 0.306268 0.60092 0.224076 0.0740976 0.0811402 0.450173 0.211352 0.436324 0.130598 3.13984 0.485319 -7.75503
1.3 0.846704 0.198798 0.388443 0.278913 0.502288 0.186696 0.0511591 0.0663163 0.0570141 0.0570141 0.369219 0.134248 1.84561 0.399771 -5.90942
1.5 0.971155 0.19645 0.404409 0.252734 0.362674 0.185731 -0.0126012 0.0645826 -0.0634112 0.0634112 0.497856 0.123101 1.66223 0.380992 -4.2472
1.7 0.118737 0.193651 0.164677 0.230083 -0.203071 0.182742 0.114274 0.0519033 0.165057 0.126664 0.222049 0.110698 0.359675 0.377586 -3.88752
1.9 0.626593 0.345 0.164285 0.449615 -0.460126 0.379169 0.172232 0.149656 0.364186 0.178023 0.691577 0.225338 0.86717 0.720442 -3.02035
