0.1 1.02867 0.015377
0.3 1.00301 0.0181914
0.5 1.00889 0.0204409
0.7 0.980318 0.0202376
0.9 0.987902 0.0208483
1.1 0.974973 0.0204846
1.3 0.975572 0.0202563
1.5 0.971122 0.0199232
1.7 0.946941 0.0194188
1.9 0.966027 0.0200974
2.1 0.986618 0.0208171
2.3 0.972181 0.0210558
2.5 0.983396 0.0223385
2.7 0.958838 0.0231044
2.9 0.992503 0.0256948
3.1 0.983566 0.0281169
3.3 0.98988 0.0322111
3.5 0.949491 0.0353117
3.7 0.997295 0.04435
3.9 0.965434 0.0510894
4.1 0.894834 0.0562002
4.3 0.961171 0.0715419
4.5 0.84392 0.0770126
4.7 0.983368 0.115192
4.9 0.782948 0.155399
5.1 0.835557 0.262947
5.3 2.13531 1.50989
5.5 2.13531 2.61521
