0.1 1.43338 0.0249123
0.3 0.998401 0.0226212
0.5 0.859455 0.0230343
0.7 0.811854 0.0227722
0.9 0.811594 0.0230652
1.1 0.770613 0.0224879
1.3 0.761666 0.0222823
1.5 0.709877 0.0208578
1.7 0.676918 0.0200406
1.9 0.632989 0.0196068
2.1 0.645844 0.0199938
2.3 0.615689 0.0201878
2.5 0.638522 0.0217053
2.7 0.657871 0.0233951
2.9 0.62588 0.0242768
3.1 0.651593 0.0277167
3.3 0.687925 0.0318952
3.5 0.699698 0.0374781
3.7 0.752006 0.0460022
3.9 0.876477 0.0617724
4.1 0.976638 0.079057
4.3 0.875536 0.0860066
4.5 1.09791 0.119297
4.7 1.24356 0.166852
4.9 1.38204 0.284618
5.1 1.87611 0.605835
5.3 3.23721 2.47246
5.5 0.606976 0.67862
