-0.7 1.75954 1.61883
-0.5 0.854588 0.342398
-0.3 0.83259 0.113793
-0.1 0.868849 0.0613455
0.1 0.905979 0.0146382
0.3 1.046 0.0182368
0.5 1.06836 0.0193383
0.7 0.978666 0.018548
0.9 0.932018 0.0185025
1.1 0.814459 0.0169337
1.3 0.789439 0.017047
1.5 0.768998 0.0169608
1.7 0.685102 0.015569
1.9 0.668096 0.015739
2.1 0.658746 0.0161356
2.3 0.650315 0.0163978
2.5 0.66819 0.0178792
2.7 0.623211 0.0178811
2.9 0.664494 0.0202667
3.1 0.757827 0.0253581
3.3 0.80632 0.0297951
3.5 0.890093 0.0359487
3.7 0.976992 0.0434123
3.9 1.16225 0.0600514
4.1 1.35915 0.0799111
4.3 1.2376 0.0886074
4.5 1.57335 0.139148
4.7 1.55654 0.17556
4.9 1.72803 0.260621
5.1 1.87813 0.381576
5.3 1.16195 0.380784
5.5 1.40046 0.60629
5.7 0.94327 0.636272
